idalerta_evidencia,idalerta,idleitura_sensor,idprevisao,tipo_variavel,valor_usado,unidade,limiar_aplicado,contribuicao_para_alerta
4967,1656,,,precipitacao_acumulada_6h,3.13,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4968,1656,,2577,precipitacao_prevista_1h,14.05,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4969,1657,23194,,nivel_agua_percentagem,95.93,%,70/85/90%,Leitura máxima de nível de água na área.
4970,1657,,,precipitacao_acumulada_6h,65.68,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4971,1657,,2578,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4972,1658,23209,,nivel_agua_percentagem,40.68,%,70/85/90%,Leitura máxima de nível de água na área.
4973,1658,,,precipitacao_acumulada_6h,11.99,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4974,1658,,2579,precipitacao_prevista_1h,13.68,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4975,1659,23227,,nivel_agua_percentagem,42.47,%,70/85/90%,Leitura máxima de nível de água na área.
4976,1659,,,precipitacao_acumulada_6h,3.13,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4977,1659,,2581,precipitacao_prevista_1h,26.02,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4978,1660,23236,,nivel_agua_percentagem,88.62,%,70/85/90%,Leitura máxima de nível de água na área.
4979,1660,,,precipitacao_acumulada_6h,64.01,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4980,1660,,2582,precipitacao_prevista_1h,10.31,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4981,1661,23257,,nivel_agua_percentagem,45.95,%,70/85/90%,Leitura máxima de nível de água na área.
4982,1661,,,precipitacao_acumulada_6h,2.23,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4983,1661,,2585,precipitacao_prevista_1h,14.52,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4984,1662,23272,,nivel_agua_percentagem,88.12,%,70/85/90%,Leitura máxima de nível de água na área.
4985,1662,,,precipitacao_acumulada_6h,61.9,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4986,1662,,2586,precipitacao_prevista_1h,2.32,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4987,1663,23290,,nivel_agua_percentagem,33.24,%,70/85/90%,Leitura máxima de nível de água na área.
4988,1663,,,precipitacao_acumulada_6h,9.19,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4989,1663,,2588,precipitacao_prevista_1h,10.23,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4990,1664,23302,,nivel_agua_percentagem,87.27,%,70/85/90%,Leitura máxima de nível de água na área.
4991,1664,,,precipitacao_acumulada_6h,62.32,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4992,1664,,2590,precipitacao_prevista_1h,3.18,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4993,1665,23359,,nivel_agua_percentagem,54.35,%,70/85/90%,Leitura máxima de nível de água na área.
4994,1665,,,precipitacao_acumulada_6h,30.5,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4995,1665,,2596,precipitacao_prevista_1h,21.83,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4996,1666,23386,,nivel_agua_percentagem,34.07,%,70/85/90%,Leitura máxima de nível de água na área.
4997,1666,,,precipitacao_acumulada_6h,7.38,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
4998,1666,,2599,precipitacao_prevista_1h,12.47,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
4999,1667,23395,,nivel_agua_percentagem,51.2,%,70/85/90%,Leitura máxima de nível de água na área.
5000,1667,,,precipitacao_acumulada_6h,30.56,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5001,1667,,2600,precipitacao_prevista_1h,15.06,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5002,1668,23416,,nivel_agua_percentagem,39.97,%,70/85/90%,Leitura máxima de nível de água na área.
5003,1668,,,precipitacao_acumulada_6h,6.83,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5004,1668,,2602,precipitacao_prevista_1h,10.01,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5005,1669,23422,,nivel_agua_percentagem,58.04,%,70/85/90%,Leitura máxima de nível de água na área.
5006,1669,,,precipitacao_acumulada_6h,28.11,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5007,1669,,2603,precipitacao_prevista_1h,10.54,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5008,1670,23434,,nivel_agua_percentagem,51.55,%,70/85/90%,Leitura máxima de nível de água na área.
5009,1670,,,precipitacao_acumulada_6h,27.82,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5010,1670,,2604,precipitacao_prevista_1h,11.55,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5011,1671,23443,,nivel_agua_percentagem,48.79,%,70/85/90%,Leitura máxima de nível de água na área.
5012,1671,,,precipitacao_acumulada_6h,9.75,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5013,1671,,2605,precipitacao_prevista_1h,15.13,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5014,1672,23473,,nivel_agua_percentagem,51.29,%,70/85/90%,Leitura máxima de nível de água na área.
5015,1672,,,precipitacao_acumulada_6h,13.95,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5016,1672,,2609,precipitacao_prevista_1h,23.07,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5017,1673,23506,,nivel_agua_percentagem,49.37,%,70/85/90%,Leitura máxima de nível de água na área.
5018,1673,,,precipitacao_acumulada_6h,26.22,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5019,1673,,2612,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5020,1674,23518,,nivel_agua_percentagem,66.93,%,70/85/90%,Leitura máxima de nível de água na área.
5021,1674,,,precipitacao_acumulada_6h,42.87,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5022,1674,,2614,precipitacao_prevista_1h,37.54,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5023,1675,23542,,nivel_agua_percentagem,74.83,%,70/85/90%,Leitura máxima de nível de água na área.
5024,1675,,,precipitacao_acumulada_6h,58.68,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5025,1675,,2616,precipitacao_prevista_1h,37.23,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5026,1676,23545,,nivel_agua_percentagem,49.16,%,70/85/90%,Leitura máxima de nível de água na área.
5027,1676,,,precipitacao_acumulada_6h,14.13,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5028,1676,,2617,precipitacao_prevista_1h,15.79,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5029,1677,23560,,nivel_agua_percentagem,66.92,%,70/85/90%,Leitura máxima de nível de água na área.
5030,1677,,,precipitacao_acumulada_6h,40.38,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5031,1677,,2618,precipitacao_prevista_1h,10.77,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5032,1678,23563,,nivel_agua_percentagem,56.27,%,70/85/90%,Leitura máxima de nível de água na área.
5033,1678,,,precipitacao_acumulada_6h,30.12,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5034,1678,,2619,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5035,1679,23578,,nivel_agua_percentagem,64.25,%,70/85/90%,Leitura máxima de nível de água na área.
5036,1679,,,precipitacao_acumulada_6h,37.85,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5037,1679,,2620,precipitacao_prevista_1h,12.33,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5038,1680,23584,,nivel_agua_percentagem,63.17,%,70/85/90%,Leitura máxima de nível de água na área.
5039,1680,,,precipitacao_acumulada_6h,30.76,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5040,1680,,2621,precipitacao_prevista_1h,26.25,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5041,1681,23590,,nivel_agua_percentagem,80.93,%,70/85/90%,Leitura máxima de nível de água na área.
5042,1681,,,precipitacao_acumulada_6h,62.45,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5043,1681,,2622,precipitacao_prevista_1h,25.26,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5044,1682,23602,,nivel_agua_percentagem,52.73,%,70/85/90%,Leitura máxima de nível de água na área.
5045,1682,,,precipitacao_acumulada_6h,28.51,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5046,1682,,2623,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5047,1683,23608,,nivel_agua_percentagem,62.48,%,70/85/90%,Leitura máxima de nível de água na área.
5048,1683,,,precipitacao_acumulada_6h,40.03,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5049,1683,,2624,precipitacao_prevista_1h,22.35,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5050,1684,23620,,nivel_agua_percentagem,65.19,%,70/85/90%,Leitura máxima de nível de água na área.
5051,1684,,,precipitacao_acumulada_6h,32.05,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5052,1684,,2625,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5053,1685,23632,,nivel_agua_percentagem,84.2,%,70/85/90%,Leitura máxima de nível de água na área.
5054,1685,,,precipitacao_acumulada_6h,62.45,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5055,1685,,2626,precipitacao_prevista_1h,10.04,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5056,1686,23644,,nivel_agua_percentagem,59.92,%,70/85/90%,Leitura máxima de nível de água na área.
5057,1686,,,precipitacao_acumulada_6h,40.13,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5058,1686,,2628,precipitacao_prevista_1h,6.1,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5059,1687,23656,,nivel_agua_percentagem,67.4,%,70/85/90%,Leitura máxima de nível de água na área.
5060,1687,,,precipitacao_acumulada_6h,30.72,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5061,1687,,2629,precipitacao_prevista_1h,5.81,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5062,1688,23668,,nivel_agua_percentagem,95.24,%,70/85/90%,Leitura máxima de nível de água na área.
5063,1688,,,precipitacao_acumulada_6h,69.75,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5064,1688,,2630,precipitacao_prevista_1h,4.05,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5065,1689,23677,,nivel_agua_percentagem,49.42,%,70/85/90%,Leitura máxima de nível de água na área.
5066,1689,,,precipitacao_acumulada_6h,26.68,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5067,1689,,2631,precipitacao_prevista_1h,17.55,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5068,1690,23683,,nivel_agua_percentagem,56.71,%,70/85/90%,Leitura máxima de nível de água na área.
5069,1690,,,precipitacao_acumulada_6h,39.77,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5070,1690,,2632,precipitacao_prevista_1h,12.35,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5071,1691,23689,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
5072,1691,,,precipitacao_acumulada_6h,92.12,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5073,1691,,2633,precipitacao_prevista_1h,66.21,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5074,1692,23701,,nivel_agua_percentagem,95.12,%,70/85/90%,Leitura máxima de nível de água na área.
5075,1692,,,precipitacao_acumulada_6h,69.77,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5076,1692,,2634,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5077,1693,23707,,nivel_agua_percentagem,57.34,%,70/85/90%,Leitura máxima de nível de água na área.
5078,1693,,,precipitacao_acumulada_6h,27.85,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5079,1693,,2635,precipitacao_prevista_1h,13.97,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5080,1694,23722,,nivel_agua_percentagem,61.82,%,70/85/90%,Leitura máxima de nível de água na área.
5081,1694,,,precipitacao_acumulada_6h,40,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5082,1694,,2636,precipitacao_prevista_1h,0.16,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5083,1695,23725,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
5084,1695,,,precipitacao_acumulada_6h,96.14,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5085,1695,,2637,precipitacao_prevista_1h,9.99,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5086,1696,23734,,nivel_agua_percentagem,65.73,%,70/85/90%,Leitura máxima de nível de água na área.
5087,1696,,,precipitacao_acumulada_6h,35.64,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5088,1696,,2638,precipitacao_prevista_1h,7.51,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5089,1697,23764,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
5090,1697,,,precipitacao_acumulada_6h,94.66,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5091,1697,,2641,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5092,1698,23776,,nivel_agua_percentagem,62.05,%,70/85/90%,Leitura máxima de nível de água na área.
5093,1698,,,precipitacao_acumulada_6h,35.53,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5094,1698,,2642,precipitacao_prevista_1h,6.87,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5095,1699,23785,,nivel_agua_percentagem,57.7,%,70/85/90%,Leitura máxima de nível de água na área.
5096,1699,,,precipitacao_acumulada_6h,27.74,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5097,1699,,2643,precipitacao_prevista_1h,18.88,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5098,1700,23788,,nivel_agua_percentagem,29.99,%,70/85/90%,Leitura máxima de nível de água na área.
5099,1700,,,precipitacao_acumulada_6h,5.86,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5100,1700,,2644,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5101,1701,23797,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
5102,1701,,,precipitacao_acumulada_6h,131.86,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5103,1701,,2645,precipitacao_prevista_1h,55.16,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5104,1702,23830,,nivel_agua_percentagem,33.65,%,70/85/90%,Leitura máxima de nível de água na área.
5105,1702,,,precipitacao_acumulada_6h,3.01,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5106,1702,,2648,precipitacao_prevista_1h,12.01,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5107,1703,23833,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
5108,1703,,,precipitacao_acumulada_6h,131.24,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5109,1703,,2649,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5110,1704,23845,,nivel_agua_percentagem,44.6,%,70/85/90%,Leitura máxima de nível de água na área.
5111,1704,,,precipitacao_acumulada_6h,16.13,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5112,1704,,2650,precipitacao_prevista_1h,12.39,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5113,1705,23851,,nivel_agua_percentagem,61.79,%,70/85/90%,Leitura máxima de nível de água na área.
5114,1705,,,precipitacao_acumulada_6h,29.44,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5115,1705,,2651,precipitacao_prevista_1h,15.4,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5116,1706,23869,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
5117,1706,,,precipitacao_acumulada_6h,128.07,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5118,1706,,2653,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5119,1707,23899,,nivel_agua_percentagem,28.71,%,70/85/90%,Leitura máxima de nível de água na área.
5120,1707,,,precipitacao_acumulada_6h,2.89,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5121,1707,,2656,precipitacao_prevista_1h,13.62,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
5122,1708,23911,,nivel_agua_percentagem,95.77,%,70/85/90%,Leitura máxima de nível de água na área.
5123,1708,,,precipitacao_acumulada_6h,62.37,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
5124,1708,,2657,precipitacao_prevista_1h,14.71,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
