idalerta,idnivel_alerta,idarea_risco,idinfraestrutura_urbana,data_alerta,descricao,score_risco,estado
1630,3,3,8,2026-06-03 08:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 67.24%. Precipitação acumulada 6h: 41.75 mm. Precipitação prevista 1h: 13.53 mm.,46.17,ativo
1631,3,1,3,2026-06-03 09:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 71.65%. Precipitação acumulada 6h: 36.02 mm. Precipitação prevista 1h: 4.13 mm.,44.08,ativo
1632,1,2,5,2026-06-03 09:00:00,Alerta Verde na área Passagem Inferior. Nível máximo de água: 44.88%. Precipitação acumulada 6h: 11.00 mm. Precipitação prevista 1h: 0.00 mm.,23.5,registado
1633,3,3,7,2026-06-03 09:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 64.39%. Precipitação acumulada 6h: 42.18 mm. Precipitação prevista 1h: 1.22 mm.,41.93,ativo
1634,3,1,3,2026-06-03 10:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 68.72%. Precipitação acumulada 6h: 38.66 mm. Precipitação prevista 1h: 27.34 mm.,49.36,ativo
1635,4,2,5,2026-06-03 10:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 87.52%. Precipitação acumulada 6h: 64.65 mm. Precipitação prevista 1h: 57.03 mm.,73.04,ativo
1636,4,2,4,2026-06-03 11:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 91.13%. Precipitação acumulada 6h: 67.49 mm. Precipitação prevista 1h: 16.17 mm.,65.3,ativo
1637,4,2,5,2026-06-03 12:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 92.88%. Precipitação acumulada 6h: 68.42 mm. Precipitação prevista 1h: 15.79 mm.,66.27,ativo
1638,1,3,9,2026-06-03 12:00:00,Alerta Verde na área Centro Urbano. Nível máximo de água: 36.14%. Precipitação acumulada 6h: 9.09 mm. Precipitação prevista 1h: 2.49 mm.,19.61,registado
1639,3,2,4,2026-06-03 13:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 82.61%. Precipitação acumulada 6h: 58.27 mm. Precipitação prevista 1h: 17.96 mm.,59.15,ativo
1640,2,3,7,2026-06-03 13:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 37.59%. Precipitação acumulada 6h: 8.63 mm. Precipitação prevista 1h: 16.12 mm.,23.53,registado
1641,2,1,3,2026-06-03 14:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 48.84%. Precipitação acumulada 6h: 18.22 mm. Precipitação prevista 1h: 18.29 mm.,32.02,registado
1642,3,2,6,2026-06-03 14:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 89.94%. Precipitação acumulada 6h: 58.27 mm. Precipitação prevista 1h: 0.27 mm.,58.02,ativo
1643,2,3,8,2026-06-03 14:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 32.14%. Precipitação acumulada 6h: 6.97 mm. Precipitação prevista 1h: 17.12 mm.,20.83,registado
1644,3,2,4,2026-06-03 15:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 87.30%. Precipitação acumulada 6h: 59.90 mm. Precipitação prevista 1h: 19.49 mm.,62.13,ativo
1645,2,4,11,2026-06-03 15:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 27.09%. Precipitação acumulada 6h: 4.76 mm. Precipitação prevista 1h: 17.90 mm.,18.09,registado
1646,2,2,4,2026-06-03 16:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 49.60%. Precipitação acumulada 6h: 8.46 mm. Precipitação prevista 1h: 12.82 mm.,28.06,registado
1647,2,1,1,2026-06-03 17:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 43.06%. Precipitação acumulada 6h: 3.44 mm. Precipitação prevista 1h: 19.32 mm.,25.24,registado
1648,2,2,6,2026-06-03 17:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 41.77%. Precipitação acumulada 6h: 5.62 mm. Precipitação prevista 1h: 13.26 mm.,23.8,registado
1649,2,3,8,2026-06-03 17:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 41.40%. Precipitação acumulada 6h: 8.05 mm. Precipitação prevista 1h: 13.38 mm.,24.39,registado
1650,4,2,6,2026-06-03 18:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 85.36%. Precipitação acumulada 6h: 64.86 mm. Precipitação prevista 1h: 42.81 mm.,68.57,ativo
1651,2,4,11,2026-06-03 18:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 33.06%. Precipitação acumulada 6h: 6.85 mm. Precipitação prevista 1h: 12.87 mm.,20.15,registado
1652,2,1,2,2026-06-03 19:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 38.83%. Precipitação acumulada 6h: 2.47 mm. Precipitação prevista 1h: 16.37 mm.,22.31,registado
1653,4,2,6,2026-06-03 19:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 90.68%. Precipitação acumulada 6h: 65.68 mm. Precipitação prevista 1h: 0.00 mm.,60.51,ativo
1654,2,3,8,2026-06-03 19:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 39.00%. Precipitação acumulada 6h: 10.60 mm. Precipitação prevista 1h: 15.20 mm.,24.53,registado
1655,2,4,12,2026-06-03 19:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 35.01%. Precipitação acumulada 6h: 7.03 mm. Precipitação prevista 1h: 15.04 mm.,21.62,registado
1656,2,1,1,2026-06-03 20:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 43.57%. Precipitação acumulada 6h: 3.13 mm. Precipitação prevista 1h: 14.05 mm.,24.06,registado
1657,4,2,4,2026-06-03 20:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 95.93%. Precipitação acumulada 6h: 65.68 mm. Precipitação prevista 1h: 0.00 mm.,62.87,ativo
1658,2,3,9,2026-06-03 20:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 40.68%. Precipitação acumulada 6h: 11.99 mm. Precipitação prevista 1h: 13.68 mm.,25.32,registado
1659,3,1,3,2026-06-03 21:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 42.47%. Precipitação acumulada 6h: 3.13 mm. Precipitação prevista 1h: 26.02 mm.,26.56,ativo
1660,4,2,6,2026-06-03 21:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 88.62%. Precipitação acumulada 6h: 64.01 mm. Precipitação prevista 1h: 10.31 mm.,61.66,ativo
1661,2,1,1,2026-06-03 22:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 45.95%. Precipitação acumulada 6h: 2.23 mm. Precipitação prevista 1h: 14.52 mm.,24.98,registado
1662,4,2,6,2026-06-03 22:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 88.12%. Precipitação acumulada 6h: 61.90 mm. Precipitação prevista 1h: 2.32 mm.,58.8,ativo
1663,2,4,12,2026-06-03 22:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 33.24%. Precipitação acumulada 6h: 9.19 mm. Precipitação prevista 1h: 10.23 mm.,20.27,registado
1664,4,2,4,2026-06-03 23:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 87.27%. Precipitação acumulada 6h: 62.32 mm. Precipitação prevista 1h: 3.18 mm.,58.76,ativo
1665,3,4,11,2026-06-04 00:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 54.35%. Precipitação acumulada 6h: 30.50 mm. Precipitação prevista 1h: 21.83 mm.,39.07,ativo
1666,2,3,8,2026-06-04 01:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 34.07%. Precipitação acumulada 6h: 7.38 mm. Precipitação prevista 1h: 12.47 mm.,20.66,registado
1667,3,4,11,2026-06-04 01:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 51.20%. Precipitação acumulada 6h: 30.56 mm. Precipitação prevista 1h: 15.06 mm.,35.97,ativo
1668,2,2,6,2026-06-04 02:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 39.97%. Precipitação acumulada 6h: 6.83 mm. Precipitação prevista 1h: 10.01 mm.,22.54,registado
1669,2,3,8,2026-06-04 02:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 58.04%. Precipitação acumulada 6h: 28.11 mm. Precipitação prevista 1h: 10.54 mm.,37.19,registado
1670,2,4,12,2026-06-04 02:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 51.55%. Precipitação acumulada 6h: 27.82 mm. Precipitação prevista 1h: 11.55 mm.,34.43,registado
1671,2,1,3,2026-06-04 03:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 48.79%. Precipitação acumulada 6h: 9.75 mm. Precipitação prevista 1h: 15.13 mm.,28.66,registado
1672,3,1,1,2026-06-04 04:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 51.29%. Precipitação acumulada 6h: 13.95 mm. Precipitação prevista 1h: 23.07 mm.,33.03,ativo
1673,1,4,12,2026-06-04 04:00:00,Alerta Verde na área Zona Industrial. Nível máximo de água: 49.37%. Precipitação acumulada 6h: 26.22 mm. Precipitação prevista 1h: 0.00 mm.,30.08,registado
1674,3,2,4,2026-06-04 05:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 66.93%. Precipitação acumulada 6h: 42.87 mm. Precipitação prevista 1h: 37.54 mm.,52.36,ativo
1675,3,4,12,2026-06-04 05:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 74.83%. Precipitação acumulada 6h: 58.68 mm. Precipitação prevista 1h: 37.23 mm.,60.58,ativo
1676,2,1,1,2026-06-04 06:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 49.16%. Precipitação acumulada 6h: 14.13 mm. Precipitação prevista 1h: 15.79 mm.,30.31,registado
1677,3,2,4,2026-06-04 06:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 66.92%. Precipitação acumulada 6h: 40.38 mm. Precipitação prevista 1h: 10.77 mm.,44.92,ativo
1678,2,3,7,2026-06-04 06:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 56.27%. Precipitação acumulada 6h: 30.12 mm. Precipitação prevista 1h: 0.00 mm.,34.36,registado
1679,3,4,12,2026-06-04 06:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 64.25%. Precipitação acumulada 6h: 37.85 mm. Precipitação prevista 1h: 12.33 mm.,43.35,ativo
1680,3,1,2,2026-06-04 07:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 63.17%. Precipitação acumulada 6h: 30.76 mm. Precipitação prevista 1h: 26.25 mm.,44.22,ativo
1681,4,2,4,2026-06-04 07:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 80.93%. Precipitação acumulada 6h: 62.45 mm. Precipitação prevista 1h: 25.26 mm.,61.47,ativo
1682,1,3,8,2026-06-04 07:00:00,Alerta Verde na área Centro Urbano. Nível máximo de água: 52.73%. Precipitação acumulada 6h: 28.51 mm. Precipitação prevista 1h: 0.00 mm.,32.28,registado
1683,3,4,10,2026-06-04 07:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 62.48%. Precipitação acumulada 6h: 40.03 mm. Precipitação prevista 1h: 22.35 mm.,45.71,ativo
1684,2,1,2,2026-06-04 08:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 65.19%. Precipitação acumulada 6h: 32.05 mm. Precipitação prevista 1h: 0.00 mm.,38.95,registado
1685,4,2,6,2026-06-04 08:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 84.20%. Precipitação acumulada 6h: 62.45 mm. Precipitação prevista 1h: 10.04 mm.,59.14,ativo
1686,2,4,10,2026-06-04 08:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 59.92%. Precipitação acumulada 6h: 40.13 mm. Precipitação prevista 1h: 6.10 mm.,40.53,registado
1687,2,1,2,2026-06-04 09:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 67.40%. Precipitação acumulada 6h: 30.72 mm. Precipitação prevista 1h: 5.81 mm.,41,registado
1688,4,2,6,2026-06-04 09:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 95.24%. Precipitação acumulada 6h: 69.75 mm. Precipitação prevista 1h: 4.05 mm.,64.8,ativo
1689,2,3,9,2026-06-04 09:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 49.42%. Precipitação acumulada 6h: 26.68 mm. Precipitação prevista 1h: 17.55 mm.,34.63,registado
1690,3,4,11,2026-06-04 09:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 56.71%. Precipitação acumulada 6h: 39.77 mm. Precipitação prevista 1h: 12.35 mm.,40.54,ativo
1691,4,1,1,2026-06-04 10:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 92.12 mm. Precipitação prevista 1h: 66.21 mm.,84,ativo
1692,4,2,5,2026-06-04 10:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 95.12%. Precipitação acumulada 6h: 69.77 mm. Precipitação prevista 1h: 0.00 mm.,63.74,ativo
1693,2,3,7,2026-06-04 10:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 57.34%. Precipitação acumulada 6h: 27.85 mm. Precipitação prevista 1h: 13.97 mm.,37.65,registado
1694,2,4,12,2026-06-04 10:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 61.82%. Precipitação acumulada 6h: 40.00 mm. Precipitação prevista 1h: 0.16 mm.,39.86,registado
1695,4,1,1,2026-06-04 11:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 96.14 mm. Precipitação prevista 1h: 9.99 mm.,71.5,ativo
1696,2,2,5,2026-06-04 11:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 65.73%. Precipitação acumulada 6h: 35.64 mm. Precipitação prevista 1h: 7.51 mm.,42.15,registado
1697,4,1,1,2026-06-04 12:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 94.66 mm. Precipitação prevista 1h: 0.00 mm.,69,ativo
1698,2,2,6,2026-06-04 12:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 62.05%. Precipitação acumulada 6h: 35.53 mm. Precipitação prevista 1h: 6.87 mm.,40.3,registado
1699,2,3,9,2026-06-04 12:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 57.70%. Precipitação acumulada 6h: 27.74 mm. Precipitação prevista 1h: 18.88 mm.,39.01,registado
1700,1,4,10,2026-06-04 12:00:00,Alerta Verde na área Zona Industrial. Nível máximo de água: 29.99%. Precipitação acumulada 6h: 5.86 mm. Precipitação prevista 1h: 0.00 mm.,15.25,registado
1701,4,1,1,2026-06-04 13:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 131.86 mm. Precipitação prevista 1h: 55.16 mm.,82.79,ativo
1702,2,4,12,2026-06-04 13:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 33.65%. Precipitação acumulada 6h: 3.01 mm. Precipitação prevista 1h: 12.01 mm.,19.05,registado
1703,4,1,1,2026-06-04 14:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 131.24 mm. Precipitação prevista 1h: 0.00 mm.,69,ativo
1704,2,2,5,2026-06-04 14:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 44.60%. Precipitação acumulada 6h: 16.13 mm. Precipitação prevista 1h: 12.39 mm.,28.01,registado
1705,2,3,7,2026-06-04 14:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 61.79%. Precipitação acumulada 6h: 29.44 mm. Precipitação prevista 1h: 15.40 mm.,40.49,registado
1706,4,1,1,2026-06-04 15:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 128.07 mm. Precipitação prevista 1h: 0.00 mm.,69,ativo
1707,2,4,11,2026-06-04 15:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 28.71%. Precipitação acumulada 6h: 2.89 mm. Precipitação prevista 1h: 13.62 mm.,17.19,registado
1708,4,1,3,2026-06-04 16:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 95.77%. Precipitação acumulada 6h: 62.37 mm. Precipitação prevista 1h: 14.71 mm.,65.49,ativo
1709,2,2,4,2026-06-04 16:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 38.84%. Precipitação acumulada 6h: 9.76 mm. Precipitação prevista 1h: 14.32 mm.,23.99,registado
1710,2,3,8,2026-06-04 16:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 43.29%. Precipitação acumulada 6h: 20.06 mm. Precipitação prevista 1h: 13.76 mm.,28.94,registado
1711,4,1,3,2026-06-04 17:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 94.61%. Precipitação acumulada 6h: 61.34 mm. Precipitação prevista 1h: 7.25 mm.,62.79,ativo
1712,2,2,6,2026-06-04 17:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 42.33%. Precipitação acumulada 6h: 11.04 mm. Precipitação prevista 1h: 15.95 mm.,26.35,registado
1713,4,1,1,2026-06-04 18:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 90.22%. Precipitação acumulada 6h: 64.48 mm. Precipitação prevista 1h: 3.13 mm.,60.73,ativo
1714,2,4,12,2026-06-04 18:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 29.67%. Precipitação acumulada 6h: 2.31 mm. Precipitação prevista 1h: 10.18 mm.,16.59,registado
1715,2,4,11,2026-06-04 19:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 26.70%. Precipitação acumulada 6h: 2.78 mm. Precipitação prevista 1h: 16.54 mm.,16.98,registado
1716,2,1,1,2026-06-04 20:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 43.01%. Precipitação acumulada 6h: 8.56 mm. Precipitação prevista 1h: 11.17 mm.,24.72,registado
1717,2,2,5,2026-06-04 20:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 38.58%. Precipitação acumulada 6h: 7.18 mm. Precipitação prevista 1h: 14.01 mm.,23.02,registado
1718,2,3,9,2026-06-04 20:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 45.02%. Precipitação acumulada 6h: 19.63 mm. Precipitação prevista 1h: 13.93 mm.,29.63,registado
1719,4,1,3,2026-06-04 21:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 69.46%. Precipitação acumulada 6h: 41.77 mm. Precipitação prevista 1h: 49.71 mm.,56.22,ativo
1720,3,3,7,2026-06-04 21:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 64.81%. Precipitação acumulada 6h: 38.91 mm. Precipitação prevista 1h: 31.51 mm.,48.72,ativo
1721,3,1,3,2026-06-04 22:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 73.05%. Precipitação acumulada 6h: 41.77 mm. Precipitação prevista 1h: 0.00 mm.,45.4,ativo
1722,3,4,12,2026-06-04 22:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 30.15%. Precipitação acumulada 6h: 3.75 mm. Precipitação prevista 1h: 24.45 mm.,20.81,ativo
1723,3,1,2,2026-06-04 23:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 73.89%. Precipitação acumulada 6h: 41.69 mm. Precipitação prevista 1h: 0.47 mm.,45.88,ativo
1724,2,2,6,2026-06-04 23:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 35.70%. Precipitação acumulada 6h: 5.05 mm. Precipitação prevista 1h: 14.22 mm.,21.14,registado
1725,3,1,1,2026-06-05 00:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 70.79%. Precipitação acumulada 6h: 39.52 mm. Precipitação prevista 1h: 17.59 mm.,48.11,ativo
1726,2,4,11,2026-06-05 00:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 35.21%. Precipitação acumulada 6h: 8.19 mm. Precipitação prevista 1h: 10.90 mm.,21.03,registado
1727,4,1,2,2026-06-05 01:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 73.78 mm. Precipitação prevista 1h: 29.42 mm.,74.49,ativo
1728,2,2,5,2026-06-05 01:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 38.48%. Precipitação acumulada 6h: 6.60 mm. Precipitação prevista 1h: 15.99 mm.,23.29,registado
1729,3,3,7,2026-06-05 01:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 62.56%. Precipitação acumulada 6h: 31.55 mm. Precipitação prevista 1h: 14.45 mm.,41.23,ativo
